Name,Price,Overall Rating,Total no of rating,Total no of reviews,5 star rating,4 star rating,3 star rating,2 star rating,1 star rating,Camera Rating,Battery Rating,Display Rating,Design Rating,Variant,Display,Camera,Offers
"Infinix HOT 20 Play (Luna Blue, 64 GB)","₹7,999",4.4,"(28,242)","1,448 Reviews","18,982","4,580","2,075",961,"1,644",3.6,4.2,4.0,4.0,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,17.32 cm (6.82 inch) HD+ Display,13Mp + AI Lens | 8MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,₹500 Off On ICICI bank Credit and Debit Card Transactions,₹500 Off On Kotak Bank Credit and Debit Card Transactions,Get extra ₹4000 off (price inclusive of cashback/coupon)"
"Infinix SMART 7 (Night Black, 128 GB)","₹7,799",4.3,"(53,210)","2,628 Reviews","34,649","8,440","4,066","1,941","4,114",3.4,3.9,3.8,3.9,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*,Purchase now & get 1 surprise cashback coupon in Future"
"Infinix HOT 30i (Mirror Black, 64 GB)","₹7,759",4.3,"(11,529)",648 Reviews,"7,310","2,035",925,417,842,3.6,3.8,3.9,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP + AI Lens | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹2240 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"Infinix HOT 30i (Mirror Black, 128 GB)","₹9,039",4.3,"(55,725)","3,262 Reviews","35,894","9,256","4,115","1,920","4,540",3.6,3.8,3.9,4.1,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP + AI Lens | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹2960 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"Infinix HOT 30i (Glacier Blue, 128 GB)","₹9,039",4.3,"(55,725)","3,262 Reviews","35,894","9,256","4,115","1,920","4,540",3.6,3.8,3.9,4.1,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP + AI Lens | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹2960 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"Infinix SMART 7 (Emerald Green, 128 GB)","₹7,799",4.3,"(53,210)","2,628 Reviews","34,649","8,440","4,066","1,941","4,114",3.4,3.9,3.8,3.9,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*,Purchase now & get 1 surprise cashback coupon in Future"
"Infinix SMART 7 (Azure Blue, 128 GB)","₹7,799",4.3,"(53,210)","2,628 Reviews","34,649","8,440","4,066","1,941","4,114",3.4,3.9,3.8,3.9,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*,Purchase now & get 1 surprise cashback coupon in Future"
"Infinix HOT 30i (Glacier Blue, 64 GB)","₹7,759",4.3,"(11,529)",648 Reviews,"7,310","2,035",925,417,842,3.6,3.8,3.9,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP + AI Lens | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹2240 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"Infinix HOT 30i (Marigold, 64 GB)","₹7,759",4.3,"(11,529)",648 Reviews,"7,310","2,035",925,417,842,3.6,3.8,3.9,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP + AI Lens | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹2240 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"Infinix HOT 30i (Marigold, 128 GB)","₹9,039",4.3,"(55,725)","3,262 Reviews","35,894","9,256","4,115","1,920","4,540",3.6,3.8,3.9,4.1,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP + AI Lens | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹2960 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"Infinix Smart 7 HD (Silk Blue, 64 GB)","₹5,999",4.3,"(15,480)",728 Reviews,"10,347","2,469","1,200",492,972,3.4,4.0,3.9,4.2,2 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,8MP + AI Lens | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹2000 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"Infinix SMART 7 (Night Black, 64 GB)","₹6,999",4.3,"(53,210)","2,628 Reviews","34,649","8,440","4,066","1,941","4,114",3.4,3.9,3.8,3.9,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹3000 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"Infinix Smart 7 HD (Green Apple, 64 GB)","₹5,999",4.3,"(15,480)",728 Reviews,"10,347","2,469","1,200",492,972,3.4,4.0,3.9,4.2,2 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,8MP + AI Lens | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹2000 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"Infinix HOT 30i (Diamond White, 128 GB)","₹9,039",4.3,"(55,725)","3,262 Reviews","35,894","9,256","4,115","1,920","4,540",3.6,3.8,3.9,4.1,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP + AI Lens | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹2960 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"Infinix HOT 30i (Diamond White, 64 GB)","₹7,759",4.3,"(11,529)",648 Reviews,"7,310","2,035",925,417,842,3.6,3.8,3.9,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP + AI Lens | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹2240 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"Infinix SMART 7 (Emerald Green, 64 GB)","₹6,999",4.3,"(53,210)","2,628 Reviews","34,649","8,440","4,066","1,941","4,114",3.4,3.9,3.8,3.9,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹3000 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"Infinix Zero 5G 2023 (Coral Orange, 128 GB)","₹14,999",4.1,"(5,891)",605 Reviews,"3,280","1,258",505,212,636,3.7,3.8,3.8,4.1,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,17.22 cm (6.78 inch) Full HD+ Display,50MP + 2MP + 2MP | 16MP Front Camera,"Additional ₹500 Off On Credit and Debit Card Transactions,5% Cashback on Flipkart Axis Bank Card,Get extra ₹10000 off (price inclusive of cashback/coupon),Spotify Premium - 12M at ₹699"
"Infinix NOTE 12i (Force Black, 64 GB)","₹9,499",4.2,"(7,840)",805 Reviews,"4,624","1,701",604,270,641,3.8,4.1,4.2,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,17.02 cm (6.7 inch) Full HD+ AMOLED Display,50 MP + 2 MP + QVGA | 8MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,₹300 Off On ICICI Bank Credit and Debit Card Transactions,₹300 Off On Kotak Bank Credit and Debit Card Transactions,Get extra ₹3500 off (price inclusive of cashback/coupon)"
"Infinix Smart 6 HD (Force Black, 32 GB)","₹5,999",4.3,"(36,217)","2,046 Reviews","23,278","6,519","3,011","1,337","2,072",3.6,4.2,4.0,4.1,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.76 cm (6.6 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,"Additional ₹200 Off On Credit and Debit Card Transactions,5% Cashback on Flipkart Axis Bank Card,Get extra ₹3000 off (price inclusive of cashback/coupon)"
"Infinix SMART 7 (Azure Blue, 64 GB)","₹6,999",4.3,"(53,210)","2,628 Reviews","34,649","8,440","4,066","1,941","4,114",3.4,3.9,3.8,3.9,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹3000 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"Infinix Zero 5G 2023 (Submariner Black, 128 GB)","₹14,999",4.1,"(5,891)",605 Reviews,"3,280","1,258",505,212,636,3.7,3.8,3.8,4.1,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,17.22 cm (6.78 inch) Full HD+ Display,50MP + 2MP + 2MP | 16MP Front Camera,"Additional ₹500 Off On Credit and Debit Card Transactions,5% Cashback on Flipkart Axis Bank Card,Get extra ₹10000 off (price inclusive of cashback/coupon),Spotify Premium - 12M at ₹699"
"Infinix Smart 7 HD (Ink Black, 64 GB)","₹5,999",4.3,"(15,480)",728 Reviews,"10,347","2,469","1,200",492,972,3.4,4.0,3.9,4.2,2 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,8MP + AI Lens | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹2000 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"Infinix Smart 6 HD (Aqua Sky, 32 GB)","₹5,999",4.3,"(36,217)","2,046 Reviews","23,278","6,519","3,011","1,337","2,072",3.6,4.2,4.0,4.1,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.76 cm (6.6 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,"Additional ₹200 Off On Credit and Debit Card Transactions,5% Cashback on Flipkart Axis Bank Card,Get extra ₹3000 off (price inclusive of cashback/coupon)"
"Infinix Smart 7 HD (Jade White, 64 GB)","₹5,999",4.3,"(15,480)",728 Reviews,"10,347","2,469","1,200",492,972,3.4,4.0,3.9,4.2,2 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,8MP + AI Lens | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹2000 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"Infinix NOTE 12i (Alpine White, 64 GB)","₹9,499",4.2,"(7,840)",805 Reviews,"4,624","1,701",604,270,641,3.8,4.1,4.2,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,17.02 cm (6.7 inch) Full HD+ AMOLED Display,50 MP + 2 MP + QVGA | 8MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,₹300 Off On ICICI Bank Credit and Debit Card Transactions,₹300 Off On Kotak Bank Credit and Debit Card Transactions,Get extra ₹3500 off (price inclusive of cashback/coupon)"
"Infinix Zero 5G 2023 (Pearly White, 128 GB)","₹14,999",4.1,"(5,891)",605 Reviews,"3,280","1,258",505,212,636,3.7,3.8,3.8,4.1,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,17.22 cm (6.78 inch) Full HD+ Display,50MP + 2MP + 2MP | 16MP Front Camera,"Additional ₹500 Off On Credit and Debit Card Transactions,5% Cashback on Flipkart Axis Bank Card,Get extra ₹10000 off (price inclusive of cashback/coupon),Spotify Premium - 12M at ₹699"
"Infinix HOT 20 5G (Space Blue, 64 GB)","₹11,499",4.2,"(14,435)","1,114 Reviews","8,633","2,801","1,189",482,"1,330",3.5,3.7,3.8,3.8,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + AI Lens | 8MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹6500 off (price inclusive of cashback/coupon),Spotify Premium - 3M at ₹119"
"Infinix HOT 20 5G (Blaster Green, 64 GB)","₹11,499",4.2,"(14,435)","1,114 Reviews","8,633","2,801","1,189",482,"1,330",3.5,3.7,3.8,3.8,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + AI Lens | 8MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹6500 off (price inclusive of cashback/coupon),Spotify Premium - 3M at ₹119"
"Infinix NOTE 12i (Metaverse Blue, 64 GB)","₹9,499",4.2,"(7,840)",805 Reviews,"4,624","1,701",604,270,641,3.8,4.1,4.2,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,17.02 cm (6.7 inch) Full HD+ AMOLED Display,50 MP + 2 MP + QVGA | 8MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,₹300 Off On ICICI Bank Credit and Debit Card Transactions,₹300 Off On Kotak Bank Credit and Debit Card Transactions,Get extra ₹3500 off (price inclusive of cashback/coupon)"
"Infinix HOT 30i (Glacier Blue, 128 GB)","₹9,039",4.3,"(55,725)","3,262 Reviews","35,894","9,256","4,115","1,920","4,540",3.6,3.8,3.9,4.1,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP + AI Lens | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹2960 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"Infinix SMART 7 (Emerald Green, 128 GB)","₹7,799",4.3,"(53,210)","2,628 Reviews","34,649","8,440","4,066","1,941","4,114",3.4,3.9,3.8,3.9,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*,Purchase now & get 1 surprise cashback coupon in Future"
"Infinix SMART 7 (Azure Blue, 128 GB)","₹7,799",4.3,"(53,210)","2,628 Reviews","34,649","8,440","4,066","1,941","4,114",3.4,3.9,3.8,3.9,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*,Purchase now & get 1 surprise cashback coupon in Future"
"Infinix HOT 30i (Glacier Blue, 64 GB)","₹7,759",4.3,"(11,529)",648 Reviews,"7,310","2,035",925,417,842,3.6,3.8,3.9,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP + AI Lens | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹2240 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"Infinix HOT 30i (Diamond White, 64 GB)","₹7,759",4.3,"(11,529)",648 Reviews,"7,310","2,035",925,417,842,3.6,3.8,3.9,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP + AI Lens | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹2240 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"Infinix HOT 30i (Marigold, 64 GB)","₹7,759",4.3,"(11,529)",648 Reviews,"7,310","2,035",925,417,842,3.6,3.8,3.9,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP + AI Lens | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹2240 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"Infinix HOT 30i (Marigold, 128 GB)","₹9,039",4.3,"(55,725)","3,262 Reviews","35,894","9,256","4,115","1,920","4,540",3.6,3.8,3.9,4.1,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP + AI Lens | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹2960 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"Infinix HOT 30i (Diamond White, 128 GB)","₹9,039",4.3,"(55,725)","3,262 Reviews","35,894","9,256","4,115","1,920","4,540",3.6,3.8,3.9,4.1,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP + AI Lens | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹2960 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"Infinix SMART 7 (Night Black, 64 GB)","₹6,999",4.3,"(53,210)","2,628 Reviews","34,649","8,440","4,066","1,941","4,114",3.4,3.9,3.8,3.9,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹3000 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"Infinix Smart 7 HD (Green Apple, 64 GB)","₹5,999",4.3,"(15,480)",728 Reviews,"10,347","2,469","1,200",492,972,3.4,4.0,3.9,4.2,2 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,8MP + AI Lens | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹2000 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"Infinix Smart 7 HD (Silk Blue, 64 GB)","₹5,999",4.3,"(15,480)",728 Reviews,"10,347","2,469","1,200",492,972,3.4,4.0,3.9,4.2,2 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,8MP + AI Lens | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹2000 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"Infinix SMART 7 (Emerald Green, 64 GB)","₹6,999",4.3,"(53,210)","2,628 Reviews","34,649","8,440","4,066","1,941","4,114",3.4,3.9,3.8,3.9,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹3000 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"Infinix Smart 7 HD (Ink Black, 64 GB)","₹5,999",4.3,"(15,480)",728 Reviews,"10,347","2,469","1,200",492,972,3.4,4.0,3.9,4.2,2 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,8MP + AI Lens | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹2000 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"APPLE iPhone 14 Plus (Blue, 128 GB)","₹72,999",4.7,"(13,156)",815 Reviews,"10,686","1,505",308,160,497,4.6,4.6,4.7,4.6,128 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,₹1000 Off On ICICI Bank Credit Card EMI Transactions,₹1000 Off On ICICI Bank Credit Card Non EMI Transactions,Get extra ₹16901 off (price inclusive of cashback/coupon)"
"Infinix Smart 7 HD (Jade White, 64 GB)","₹5,999",4.3,"(15,480)",728 Reviews,"10,347","2,469","1,200",492,972,3.4,4.0,3.9,4.2,2 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,8MP + AI Lens | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Get extra ₹2000 off (price inclusive of cashback/coupon),Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"Honor 7S (Blue, 16 GB)","₹8,999",4.1,"(1,48,888)","11,831 Reviews","81,944","30,920","17,222","6,785","12,017",3.4,3.4,3.7,3.7,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,13.84 cm (5.45 inch) Display,13MP Rear Camera | 5MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*,Purchase now & get 1 surprise cashback coupon in Future"
"APPLE iPhone 14 Plus (Midnight, 128 GB)","₹72,999",4.7,"(13,156)",815 Reviews,"10,686","1,505",308,160,497,4.6,4.6,4.7,4.6,128 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,₹1000 Off On ICICI Bank Credit Card EMI Transactions,₹1000 Off On ICICI Bank Credit Card Non EMI Transactions,Get extra ₹16901 off (price inclusive of cashback/coupon)"
"APPLE iPhone 14 Plus (Purple, 128 GB)","₹72,999",4.7,"(13,156)",815 Reviews,"10,686","1,505",308,160,497,4.6,4.6,4.7,4.6,128 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,₹1000 Off On ICICI Bank Credit Card EMI Transactions,₹1000 Off On ICICI Bank Credit Card Non EMI Transactions,Get extra ₹16901 off (price inclusive of cashback/coupon)"
"APPLE iPhone 11 (Black, 64 GB)","₹38,999",4.6,"(1,98,519)","11,330 Reviews","1,55,957","25,323","6,516","2,745","7,978",4.5,4.2,4.4,4.4,64 GB ROM,15.49 cm (6.1 inch) Liquid Retina HD Display,12MP + 12MP | 12MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,₹250 Instant Discount on ICICI Bank Credit Card Non-EMI Transactions,₹250 off on Kotak Bank Credit Card Non-EMI transactions,Get extra ₹4901 off (price inclusive of cashback/coupon)"
"APPLE iPhone SE 3rd Gen (Starlight, 128 GB)","₹54,900",4.3,(800),89 Reviews,517,167,49,13,54,4.3,3.9,4.2,4.1,128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,Spotify Premium - 12M at ₹699,Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹10,000*"
"APPLE iPhone 14 (Midnight, 256 GB)","₹79,999",4.6,"(43,738)","1,679 Reviews","35,612","4,598","1,119",621,"1,788",4.6,4.4,4.6,4.6,256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"5% Cashback on Flipkart Axis Bank Card,₹250 Instant Discount on ICICI Bank Credit Card Non-EMI Transactions,₹250 off on Kotak Bank Credit Card Non-EMI transactions,Get extra ₹9901 off (price inclusive of cashback/coupon)"
